Content type,Material type,ISBN,Name,Role,All names,Title,Variant titles,Series title,Country of publication,Publisher,Year of publication,Edition,Topics,Genres,Languages
Language material ; Text,Online resource,9781405911269,Roald Dahl,author,,A Piece of Cake (A Roald Dahl Short Story),,,England ; United Kingdom,Penguin,2012,,,,English
Language material ; Text,Online resource,9781405911313,Roald Dahl,author,,Beware of the Dog (A Roald Dahl Short Story),,,England ; United Kingdom,Penguin,2012,,,,English
Language material ; Text,Online resource,9781405911252,Roald Dahl,author,,An African Story (A Roald Dahl Short Story),,,England ; United Kingdom,Penguin,2012,,,,English
Language material ; Text,Online resource,9781405911108,Roald Dahl,author,,Poison (A Roald Dahl Short Story),,,England ; United Kingdom,Penguin,2012,,,,English
Language material ; Text,Online resource,9781405911276,Roald Dahl,author,,Madame Rosette (A Roald Dahl Short Story),,,England ; United Kingdom,Penguin,2012,,,,English
Language material ; Text,Online resource,9780141962078 ; 9781405911337,Roald Dahl,,,Someone like you,,Modern classics,England,Penguin,2009,,Murder ; Man-woman relationships,,English
Language material ; Text,Online resource,9780141378480,Roald Dahl,author,Roald Dahl ; Quentin Blake,The magic finger,,,England ; United Kingdom,Puffin,2016,,"Animals ; Children's stories, English ; Fantasy & magical realism (Children's / Teenage) ; JUVENILE FICTION / Fantasy & Magic ; Animals--Juvenile fiction",Children's fiction ; Fiction,English
Language material ; Text,Online resource,9780141378565,Roald Dahl,author,Roald Dahl ; Quentin Blake,Esio trot,,,England,Puffin,2013,,Pets ; Animal stories (Children's / Teenage) ; Turtles ; Pets--Juvenile fiction ; JUVENILE FICTION / Classics ; Turtles--Juvenile fiction,Children's fiction ; Fiction ; Humour or satire,English
Language material ; Text,Online resource,9780141378527,Roald Dahl,author,Roald Dahl ; Quentin Blake,The Twits,,,United Kingdom,Puffin,2014,,Humorous stories (Children's / Teenage) ; JUVENILE FICTION / Humorous Stories,Children's fiction ; Fiction,English
Language material ; Text,Online resource,9780141957128,Richard George,,"George, Richard  ; Roald Dahl",Roald Dahl's Charlie and the chocolate factory : a play,Charlie and the chocolate factory,,England,Penguin,1979,,"Wonka, Willy (Fictitious character)--Juvenile drama ; Bucket, Charlie (Fictitious character)--Juvenile drama ; Chocolate factories ; Children's plays, American ; Chocolate factories--Juvenile drama",Drama,English
Language material ; Text,Online resource,9780141957142,Richard R. George,,Richard R. George ; Roald Dahl,Roald Dahl's James and the giant peach : a play,James and the giant peach,,England ; United States of America,Penguin,1982,,"Children's plays, American ; Plays",,English
Language material ; Text,Online resource,9780241327333,Roald Dahl,author,Roald Dahl ; Quentin Blake,Charlie and the Great Glass Elevator (colour edition),,,England ; United Kingdom,Puffin,2018,,Fantasy & magical realism (Children's / Teenage),,English
Language material ; Text,eBook,9780241329900,Roald Dahl,author,Roald Dahl ; Quentin Blake ; Roald Dahl,The great mouse plot,Boy,,England,Puffin,2017,,Roald Dahl--Childhood and youth--Juvenile literature,Children's literature,English
Language material ; Text,Online resource,9780141369464,True Kelley,author,Stephen Marchesi (illustrator) ; True Kelley,Who Was Roald Dahl?,,,England ; United Kingdom,Puffin,2016,,"Literature, books & writers (Children's / Teenage)",,English
Language material ; Text,Online resource,9780141930220,Sally Reid,,Sally Reid  ; Roald Dahl,Roald Dahl's Fantastic Mr Fox : a play,Fantastic Mr Fox,,England,Puffin,1987,,Children's literature,,English
Language material ; Text,Online resource,9780718185640,Roald Dahl,author,Roald Dahl,Madness,,,England,Michael Joseph,2016,,"FICTION / Family Life ; Short Stories ; FICTION / Contemporary Women ; Short stories, English ; FICTION / Psychological ; FICTION / Romance / Contemporary ; FICTION / Literary ; FICTION / Satire",,English
Language material ; Text,Online resource,9780141387789,Barry Hutchison,author,Quentin Blake ; Barry Hutchison,George's marvellous experiments,Roald Dahl's,,England,Puffin,2017,,"Science--Experiments--Juvenile literature ; Educational: Sciences, General Science ; YOUNG ADULT NONFICTION / Science & Nature / Experiments & Projects ; JUVENILE NONFICTION / Science & Nature / Experiments & Projects",Children's literature,English
Language material ; Text,Online resource,9780718185688,Roald Dahl,author,Roald Dahl,Deception,,,England,Penguin,2016,,Deception ; English fiction--20th century ; FICTION / Family Life ; Short Stories ; Deception--Fiction ; FICTION / Contemporary Women ; FICTION / Psychological ; FICTION / Romance / Contemporary ; FICTION / Literary ; FICTION / Satire,Fiction,English
Language material ; Text,Online resource,9780141378442,Roald Dahl,author,Roald Dahl ; Quentin Blake,Revolting rhymes,,,England,Puffin,2016,,"Stories in rhyme ; Children's poetry, English",,English
Language material ; Text,Online resource,9780718185626,Roald Dahl,author,Roald Dahl ; Roald Dahl,Lust : tales of craving and desire,Madame Rosette ; Short stories. Selections,,United Kingdom,Penguin,2016,,English fiction--20th century ; FICTION / Family Life ; Short Stories ; FICTION / Contemporary Women ; Lust--Fiction ; FICTION / Psychological ; FICTION / Romance / Contemporary ; FICTION / Literary ; FICTION / Satire,Fiction,English
Language material ; Text,Online resource,9780141378497,Roald Dahl,author,Roald Dahl ; Quentin Blake,The giraffe and the pelly and me,,,England ; United Kingdom,Puffin,2016,,Picture Books ; Animal stories (Children's / Teenage) ; JUVENILE FICTION / Humorous Stories,Children's fiction ; Humour or satire,English
Language material ; Text,Online resource,9780141378411,Roald Dahl,author,Patrick Benson (artist) ; Roald Dahl,The Minpins,,,England,Puffin,2013,,Dwarfs ; Dwarfs--Pictorial works--Juvenile fiction ; Fantasy & magical realism (Children's / Teenage),Children's fiction ; Fiction ; Pictorial work,English
Language material ; Text,Online resource,9780141941639,Roald Dahl,,,Kiss Kiss,Edward the Conqueror -- ; Genesis and Catastrophe -- ; George Porgy -- ; Mrs Bixby and the Colonel's coat -- ; Parson's pleasure -- ; Pig -- ; Royal jelly -- ; The Landlady -- ; The champion of the world ; The way up to heaven -- ; William and Mary --,,England,Penguin,1962,,Short stories--Fiction ; Short Stories,Fiction,English
Language material ; Text,Online resource,9780141962061,Roald Dahl,,,Over to you : ten stories of flyers and flying,,Penguin modern classics,England,Penguin,2010,,"World War (1939-1945) ; Military operations, Aerial--British ; Short Stories ; FICTION / War & Military ; War stories, English ; Second World War Fiction ; FICTION / Short Stories (single author) ; World War, 1939-1945--Aerial operations, British--Fiction",Fiction,English
Language material ; Text,Online resource,9780141962078 ; 9781405911337,Roald Dahl,,,Someone like you,,Modern classics,England,Penguin,2009,,Murder ; Short Stories ; Man-woman relationships,,English
Language material ; Text,Online resource,9780141328843,David Wood,,Roald Dahl ; David Wood,Roald Dahl's The witches : plays for children,,,England,Puffin,2001,,Children's plays ; Children's plays--Juvenile fiction ; Great Britain--Juvenile fiction,Children's fiction ; Fiction,English
Language material ; Text,Online resource,9780141347349 ; 9781101653029,Roald Dahl,,Roald Dahl ; Quentin Blake,Esio Trot,,,United States of America,Puffin,2009,,Magic--Fiction ; Animal stories (Children's / Teenage) ; Children's stories ; Action & Adventure ; Size--Fiction ; JUVENILE FICTION / Classics ; Turtles--Fiction ; Size and shape--Fiction,Fiction,English
Language material ; Text,Online resource,9780141335209,Michael Rosen,,Quentin Blake ; Michael Rosen,Fantastic Mr Dahl,Fantastic Mister Dahl ; Mr Dahl,,England ; United States of America,Puffin,2012,,"Roald Dahl--Juvenile literature ; Literature ; Authors, English ; Non-Fiction 9+ ; People & places (Children's / Teenage) ; Children's stories--Authorship--Juvenile literature ; Biography: Literary ; Authors, English--20th century--Biography--Juvenile literature",Biography ; Children's literature,English
Language material ; Text,Online resource,9780141355399,Roald Dahl,author,Roald Dahl ; Quentin Blake,The complete adventures of Charlie and Mr Willy Wonka,Charlie and the chocolate factory ; Charlie and the great glass elevator ; Novels. Selections,,England,Puffin,2013,,"Bucket, Charlie (Fictitious character)--Juvenile fiction ; Classic fiction (Children's / Teenage) ; Children's stories, English",Children's fiction ; Fiction,English
Language material ; Text,Online resource,9780141378558,Roald Dahl,author,Roald Dahl ; Quentin Blake,Charlie and the chocolate factory,,,England,Puffin,2016,,"Conduct of life ; Wonka, Willy (Fictitious character)--Juvenile fiction ; Confectionery--Juvenile fiction ; Fantasy & magical realism (Children's / Teenage) ; Conduct of life--Juvenile fiction ; Bucket, Charlie (Fictitious character)--Juvenile fiction",Children's fiction ; Fiction,English
Language material ; Text,Online resource,9780141378473,Roald Dahl,author,Roald Dahl ; Roald Dahl,Roald Dahl's scrumdidlyumptious story collection,BFG ; Charlie and the chocolate factory ; Charlie and the great glass elevator ; Danny the champion of the world ; George's marvellous medicine ; Novels. Selections ; Scrumdidlyumptious story collection ; Twits,,England ; United Kingdom,Puffin,2016,,"Children's stories, English",,English
Language material ; Text,Online resource,9780141378459,Roald Dahl,author,Roald Dahl ; Quentin Blake,"Boy and, Going solo",Boy ; Going solo,,England,Puffin,2016,,"Roald Dahl--Juvenile literature ; Humorous stories (Children's / Teenage) ; World War, 1939-1945--Personal accounts, English--Juvenile literature ; Memoirs ; Autobiography: Literary ; Authors, English--20th century--Biography--Juvenile literature",Autobiography ; Biography ; Children's literature,English
Language material ; Text,Online resource,9780141378916,Roald Dahl,author,Roald Dahl ; Quentin Blake,Songs and verse,,,England,Puffin,2016,,"Humorous poetry ; Children's songs, English ; Children's poetry, English ; JUVENILE NONFICTION / Poetry / Humorous",Poetry or verse,English
Language material ; Text,Online resource,9780141903125,Roald Dahl,,,Boy : tales of childhood,,,United States of America,Puffin,2008,,"Roald Dahl--Juvenile literature ; Authors, English ; Humorous stories (Children's / Teenage) ; Memoirs ; Autobiography: Literary ; Authors, English--20th century--Biography--Juvenile literature",Biography ; Children's literature,English
Language material ; Text,Online resource,9780141928937,Roald Dahl,,,Skin and other stories,Collected short stories of Roald Dahl,,England,Puffin,2001,,"Young adult fiction, English ; Classic fiction (Children's / Teenage)",,English
Language material ; Text,Online resource,9780141929453,Roald Dahl,,Roald Dahl ; Quentin Blake,Matilda,,Puffin modern classics,England,Puffin,2003,,Schools--Fiction ; Fantasy & magical realism (Children's / Teenage) ; Schools--Juvenile fiction ; JUVENILE FICTION / Classics ; Humorous stories,Children's fiction ; Fiction ; Humour or satire,English
Language material ; Text,Online resource,9780141928944,Roald Dahl,,,The great automatic grammatizator and other stories,,,England,Puffin,2009,,"Short stories (Children's / Teenage) ; Short stories, English",,English
Language material ; Text,Online resource,9780141929859,Roald Dahl,,Roald Dahl ; Quentin Blake,George's marvellous medicine,,,England,Puffin,2007,,"Wit and humor, Juvenile ; Fantasy & magical realism (Children's / Teenage) ; JUVENILE FICTION / Humorous Stories ; Humorous stories (Children's / Teenage) ; Medicine, Magic, mystic, and spagiric ; Grandmothers ; JUVENILE FICTION / Classics ; Grandmothers--Juvenile fiction ; Medicine, Magic, mystic, and spagiric--Juvenile fiction",Children's fiction ; Fiction,English
Language material ; Text,Online resource,9780141929873,Roald Dahl,,Roald Dahl ; Quentin Blake,James and the giant peach,,,England,Puffin,2007,,Fantasy & magical realism (Children's / Teenage) ; Imagination ; Imagination--Juvenile fiction ; JUVENILE FICTION / Fantasy & Magic ; Imagination--Fiction,Children's fiction ; Fiction,English
Language material ; Text,Online resource,9780141929842 ; 9781101652985,David Wood,adaptor,David Wood (adaptor) ; Roald Dahl,Fantastic Mr Fox,Fantastic Mister Fox,,England ; United States of America,Samuel French,2003,,"Foxes--Fiction ; Foxes--Juvenile drama ; Wildlife depredation--Fiction ; Children's plays, English ; Action & Adventure ; Animals--Fiction ; JUVENILE FICTION / Classics ; Classic fiction (Children's / Teenage)",Children's book ; Children's fiction ; Drama ; Fiction,English
Language material ; Text,Online resource,9780141930176,Roald Dahl,,Roald Dahl ; Quentin Blake,The witches,,,United States of America,Puffin,2007,,Fantasy & magical realism (Children's / Teenage) ; JUVENILE FICTION / Classics ; Witches ; Witches--Juvenile fiction ; Witches--Fiction,Children's fiction ; Fiction,English
Language material ; Text,Online resource,9780141930190 ; 9781101652961,Roald Dahl,,Quentin Blake ; 3M Company (organisation) ; Roald Dahl,Charlie and the great glass elevator,,,United States of America,Penguin ; Puffin,2007,,"Wonka, Willy (Fictitious character)--Juvenile fiction ; JUVENILE FICTION--Action & Adventure--General ; Fantasy & magical realism (Children's / Teenage) ; Outer space--Fiction ; Bucket, Charlie (Fictitious character)--Juvenile fiction ; Outer space--Juvenile fiction ; JUVENILE FICTION / Classics",Children's fiction ; Fiction ; Humour or satire ; Science fiction,English
Language material ; Text,Online resource,9780141930138,Roald Dahl,,Roald Dahl ; Quentin Blake,The BFG,,My Roald Dahl,England,Puffin,2007,,Giants ; Fantasy & magical realism (Children's / Teenage) ; JUVENILE FICTION / Media Tie-In ; JUVENILE FICTION / Classics ; Giants--Juvenile fiction,Children's fiction ; Fiction ; Humour or satire,English
Language material ; Text,Online resource,9780141930169,Roald Dahl,,Roald Dahl ; Quentin Blake,The Twits,,,United States of America,Puffin,2007,,Humorous stories (Children's / Teenage) ; JUVENILE FICTION / Classics,Children's fiction ; Fiction,English
Language material ; Text,Online resource,9780141930329,David Wood,,Roald Dahl ; David Wood,Roald Dahl's The twits : plays for children,Twits ; Twits : plays for children,,England,Puffin,2003,,"Children's plays, English",,English
Language material ; Text,Online resource,9780141930213,Roald Dahl,,Roald Dahl ; Quentin Blake,Danny the champion of the world,,,England,Puffin,2007,,Criminals--Juvenile fiction ; JUVENILE FICTION / Family / Parents ; Fathers and sons--Juvenile fiction,Children's fiction ; Fiction,English
Language material ; Text,Online resource,9780141931883,David Wood,,Roald Dahl ; David Wood,Danny the champion of the world : plays for children,Danny the champion of the world,,England,Puffin,2009,,Fathers and sons ; Fathers and sons--Drama ; Fathers and sons--Juvenile drama,Drama,English
Language material ; Text,Online resource,9780141941998,Roald Dahl,,,My Uncle Oswald,,,England,Penguin,1980,,Sperm banks ; Sperm banks--Fiction ; Eugenics ; Eugenics--Fiction,Fiction,English
Language material ; Text,Online resource,9780141945255,Roald Dahl,,,Switch bitch,Bitch ; The great switcheroo -- ; The last act -- ; The visitor --,,England,Penguin,1976,,"Short stories, English ; Short Stories",Short story,English
Language material ; Text,Online resource,9780141957111,Roald Dahl,,Roald Dahl ; Quentin Blake,The magic finger,,,England,Puffin,2008,,Magic--Fiction ; Fantasy & magical realism (Children's / Teenage) ; Hunting stories ; Magic--Juvenile fiction ; JUVENILE FICTION / Classics ; Hunting--Fiction,Children's fiction ; Fiction,English
Language material ; Text,Online resource,9780141960616,Roald Dahl,,Roald Dahl ; Quentin Blake,Charlie and the chocolate factory,,Puffin modern classics,England,Puffin,2010,,"Bucket, Charlie (Fictitious character)--Juvenile fiction ; Fantasy & magical realism (Children's / Teenage) ; JUVENILE FICTION / Classics",Adventure ; Children's fiction ; Fiction,English
Language material ; Text,Online resource,9780141963464,Roald Dahl,,Roald Dahl ; Quentin Blake,The giraffe and the pelly and me,,Picture Puffins,England,Puffin,2008,,Animal stories (Children's / Teenage) ; Pelicans--Fiction ; Monkeys--Fiction ; Giraffes--Fiction ; Giraffe--Juvenile fiction ; Monkeys--Juvenile fiction ; JUVENILE FICTION / Classics ; Humorous stories,Children's fiction ; Fiction ; Humour or satire,English
Language material ; Text,Online resource,9780141963488,Roald Dahl,,,More about Boy : Roald Dahl's tales from childhood,,,England,Puffin,2008,,"Roald Dahl--Juvenile literature ; Literature, books & writers (Children's / Teenage) ; Authors, English ; Memoirs ; Autobiography: Literary ; Authors, English--20th century--Biography--Juvenile literature",Biography ; Children's literature,English
Language material ; Text,Online resource,9780241962039 ; 9781101652954,Roald Dahl,,,"The wonderful story of Henry Sugar, and six more",,,United States of America,Puffin,2000,,"Biographical ; Children's stories, English ; Short Stories ; Miscellaneous ; Short stories",,English
Language material ; Still image ; Text,Volume,9780141357850,Roald Dahl,author,Roald Dahl ; Quentin Blake,Charlie and the great glass elevator,,,England,Puffin,2018,"Colour edition, illustrated by Quentin Blake","Wonka, Willy, (Fictitious character)--Juvenile fiction ; Bucket, Charlie, (Fictitious character)--Juvenile fiction",Adventure ; Children's fiction,English
Language material ; Still image ; Text,Volume,9780141357874,Roald Dahl,author,Roald Dahl ; Quentin Blake,Danny the champion of the world,,,England,Puffin,2018,Colour edition,,Children's fiction,English
Language material ; Still image ; Text,eBook,9780241327333,Roald Dahl,author,Roald Dahl ; Quentin Blake,Charlie and the great glass elevator,,,England,Puffin,2018,"Colour edition, illustrated by Quentin Blake","Wonka, Willy, (Fictitious character)--Juvenile fiction ; Bucket, Charlie, (Fictitious character)--Juvenile fiction",Adventure ; Children's fiction,English
Language material ; Still image ; Text,eBook,9780241328170,Roald Dahl,author,Roald Dahl ; Quentin Blake,Danny the champion of the world,,,England,Puffin,2018,Colour edition,,Children's fiction,English
Language material ; Still image ; Text,Volume,9780241322215,,,,Roald Dahl's James's giant bug book,James's giant bug book,,England,Puffin,2018,,Insects--Juvenile literature,Children's literature,English
Language material ; Still image ; Text,Volume,9780241323137,Roald Dahl,author,Roald Dahl ; Quentin Blake,James and the giant peach,,,England,Puffin,2018,"New edition, illustrated by Quentin Blake",,Children's fiction,English
Language material ; Still image ; Text,eBook,9780241335284 ; 9780241335291,Roald Dahl,author,,Roald Dahl's James's giant bug book,James's giant bug book,Roald Dahl,England,Puffin,2018,,Insects--Juvenile literature,Children's literature,English
Language material,,9780141376721,Puffin,,,Roald Dahl's Big Official Sticker Book,,,England,Penguin ; Puffin ; United Book,2017,,,,English
Language material ; Spoken word ; Still image ; Text,Audiobook,9780241344934,Roald Dahl,author,Quentin Blake ; Stephen Fry  ; Roald Dahl,The enormous crocodile,,,England,Puffin,2018,,,Children's fiction ; Humour or satire,English
Language material ; Text,Volume,9781405937535,Roald Dahl,author,,Going solo,,The centenary collection,England,Penguin,2018,,"Novelists, English--20th century--Biography ; Roald Dahl",Biography,English
Language material ; Text,Online resource,9781405937542,Roald Dahl,author,,Going Solo : The Centenary Collection,,The Centenary Collection,England ; United Kingdom,Penguin,2018,,Autobiography: Literary ; BIOGRAPHY & AUTOBIOGRAPHY / Personal Memoirs,,English
Language material ; Text,eBook,9781405937542,Roald Dahl,author,,Going solo,,The centenary collection,England,Penguin,2018,,"Novelists, English--20th century--Biography ; Roald Dahl",Biography,English
Language material ; Still image ; Text,Volume,9780192736482,,,"Quentin Blake ; Rennie, Susan Rennie (compiler) ; Roald Dahl",Oxford Roald Dahl dictionary,Roald Dahl dictionary ; Works,,England,Oxford University Press,2018,,"Roald Dahl--Miscellanea--Juvenile literature ; English language--Dictionaries, Juvenile",Children's literature ; Dictionary,English
Language material ; Text,Volume,9781788961523,Georgia Harris-Love (editor),,Georgia Harris-Love (editor)  ; Young Writers ; Roald Dahl,Phizz-whizzing words. Wonderful words,Wonderful words,,England,Young Writers,2018,,"Short stories, English--Great Britain ; Children's stories, English ; English poetry--21st century ; English fiction--21st century ; School Verse, English--Great Britain ; School prose, English--Great Britain",,English
Language material ; Still image ; Text,Volume,,Sarah Edmonds,,,Roald Dahl 100 Cymru = Roald Dahl 100 Wales,Roald Dahl 100 Wales,,Wales,,2018,,Roald Dahl,,English ; Welsh
Language material ; Text,Volume,9781788961608,Allison Jones (editor),,Young Writers ; Allison Jones  ; Roald Dahl,Phizz-whizzing words. Wondiferous wordsmiths,Wondiferous wordsmiths,,England,Young Writers,2018,,"Short stories, English--Great Britain ; English poetry--21st century ; English fiction--21st century ; School Verse, English--Great Britain ; School prose, English--Great Britain",,English
Language material ; Still image ; Text,Volume,9781783123940,Stella A. Caldwell,author,Quentin Blake ; Stella A. Caldwell ; Roald Dahl,The gloriumptious worlds of Roald Dahl,Works,,England,Carlton,2018,,"Roald Dahl--Juvenile literature ; Children's stories, English--Miscellanea--Juvenile literature",Children's literature,English
Language material,,9780241322222,Roald Dahl,,,Roald Dahl's James and the Giant Peach Sticker Activity Book,,,England,Penguin ; United Book,2018,,,,English
Language material ; Still image ; Text,Volume,9780141377520,Roald Dahl,author,Roald Dahl ; Quentin Blake,Billy and the Minpins,Minpins,,England,Puffin,2018,"New edition, illustrated by Quentin Blake",,Children's fiction,English
Language material ; Still image ; Text,Volume,9780241330821,Roald Dahl,author,Roald Dahl ; Quentin Blake,How not to be a twit and other wisdom from Roald Dahl,Works. Selections,,England,Puffin,2018,,Self-actualization (Psychology)--Juvenile literature ; Roald Dahl--Quotations--Juvenile literature,Children's literature ; Quotation or maxim,English
Language material ; Still image ; Text,Volume,9781849670500,Roald Dahl,author,Elin Meek ; Roald Dahl ; Quentin Blake,Bili a'r minpinnau,Minpins. Welsh,,Wales,Rily Publications,2018,,Dwarfs--Pictorial works--Juvenile fiction,Children's fiction ; Pictorial work,Welsh
Language material,,9781785301834,Roald Dahl,,Matthew Fitt ; Roald Dahl ; Quentin Blake,Reekin Rhymes,,,England ; Scotland,Grantham Book Services ; NewSouth,2018,,,,English ; Scots
Language material,,9780241330364,Roald Dahl,,Roald Dahl ; Quentin Blake,Roald Dahl's 123 (Counting Board Book),,,England,Penguin ; United Book,2018,,,,English
Language material,,9780241330555,Roald Dahl,,Roald Dahl ; Quentin Blake,Roald Dahl's Opposites (Lift-the-Flap),,,England,Penguin ; United Book,2018,,,,English
Language material ; Text,Volume,9781626172708,Christina Leaf,author,,Roald Dahl,,"Blastoff! readers: children's storytellers, level 4: early fluent/fluent",United States of America,Bellwether Media,2016,,"Roald Dahl--Juvenile literature ; Authors, English--20th century--Biography--Juvenile literature ; Children's stories--Authorship--Juvenile literature",Biography ; Children's literature,English
Language material ; Text,Online resource,9780718185664,Roald Dahl,author,,Cruelty,,,England,Penguin,2016,,English fiction--20th century ; FICTION / Family Life ; Short Stories ; FICTION / Contemporary Women ; Cruelty ; FICTION / Psychological ; FICTION / Romance / Contemporary ; Cruelty--Fiction ; FICTION / Literary ; FICTION / Satire,Fiction,English
Language material ; Text,Online resource,9781405910910,Roald Dahl,author,,The Landlady (A Roald Dahl Short Story),,,England ; United Kingdom,Penguin,2012,,,,English
Language material ; Text,Online resource,9781405910958,Roald Dahl,author,,Mrs Bixby and the Colonel's Coat (A Roald Dahl Short Story),,,England ; United Kingdom,Penguin,2012,,,,English
Language material ; Text,Online resource,9781405911092,Roald Dahl,author,,Skin : A Roald Dahl Short Story,,,England,Penguin,2012,,"Short stories, English",,English
Language material ; Text,Online resource,9781405911115,Roald Dahl,author,,The Wish (A Roald Dahl Short Story),,,England ; United Kingdom,Penguin,2012,,,,English
Language material ; Text,Online resource,9781405911207,Roald Dahl,author,,The Visitor (A Roald Dahl Short Story),,,England ; United Kingdom,Penguin,2012,,FICTION / Humorous / General,,English
Language material ; Text,Online resource,9781405911290,Roald Dahl,author,,Yesterday was Beautiful (A Roald Dahl Short Story),,,England ; United Kingdom,Penguin,2012,,,,English
Language material ; Text,Online resource,9780141965338,Roald Dahl,,,Going solo,,,United Kingdom,Penguin,2012,,"Roald Dahl--Juvenile literature ; World War (1939-1945) ; Africa, East ; World War, 1939-1945--Personal narratives, British ; Authors, English ; World War, 1939-1945--Personal narratives, British--Juvenile literature ; Air Forces & Warfare ; Second World War ; Military & Wars ; BIOGRAPHY & AUTOBIOGRAPHY / Personal Memoirs ; Biography & Autobiography ; Authors, English--20th century--Biography--Juvenile literature",Biography ; Children's literature ; Personal narrative,English
Language material ; Text,Online resource,9780141965635,Roald Dahl,,Roald Dahl ; Quentin Blake,Spotty Powder and other splendiferous secrets,,Pocket money Puffin,England,Puffin,2010,,"JUVENILE NONFICTION / People & Places / General ; Children's stories, English",,English
Language material ; Text,Online resource,9780141930299,David Wood,,Roald Dahl ; Jane Walmsley ; David Wood,The BFG : the plays,BFG ; BFG: plays for children,,United Kingdom,Puffin,2017,,Giants ; Giants--Drama ; Orphans--Juvenile drama ; Orphans--Drama ; Giants--Juvenile drama,Drama,English
Language material ; Text,Online resource,9780141378503,Roald Dahl,author,Roald Dahl ; Quentin Blake,Fantastic Mr Fox,,,England ; United Kingdom,Puffin,2016,,JUVENILE FICTION / Animals / Foxes ; Classic fiction (Children's / Teenage),Children's fiction,English
Language material ; Text,Volume,9781444838770,Roald Dahl,author,,Someone like you,,,England,Ulverscroft Collections,2018,,Large type books,,English
Language material ; Text,Volume,9781444838787,Roald Dahl,author,,Kiss kiss,,,England,Ulverscroft Collections,2018,,Large type books,,English
Language material ; Text,Volume,9781526722072,Nadia Cohen,author,,The real Roald Dahl,,,England,Pen & Sword History,2018,,"Authors, English--20th century--Biography ; Roald Dahl",Biography,English
Language material ; Still image ; Text,Volume,9780241378618,Roald Dahl,author,Roald Dahl ; Quentin Blake,Matilda : the original story : astrophysicist,,,England,Puffin,2018,Matilda at 30 special edition,,Children's fiction ; Humour or satire,English
Language material ; Still image ; Text,Volume,9780241378694,Roald Dahl,author,Roald Dahl ; Quentin Blake,Matilda : the original story : chief executive of the British Library,,,England,Puffin,2018,Matilda at 30 special edition,,Children's fiction ; Humour or satire,English
Language material ; Still image ; Text,Volume,9780241378748,Roald Dahl,author,Roald Dahl ; Quentin Blake,Matilda : the original story : world traveller,,,England,Puffin,2018,Matilda at 30 special edition,,Children's fiction ; Humour or satire,English
Language material ; Still image ; Text,Volume,9780141377537,Roald Dahl,author,Roald Dahl ; Quentin Blake,Billy and the Minpins,Minpins,,England,Puffin,2018,"Colour edition, illustrated by Quentin Blake",,Children's fiction,English
Language material ; Text,Volume,9780241384565,Roald Dahl,,,Roald Dahl's creative writing with Charlie and the chocolate factory : how to write tremendous characters,Charlie and the chocolate factory,,England,Puffin,2019,,Fiction--Authorship--Juvenile literature ; Characters and characteristics in literature--Juvenile literature,Children's literature,English
Language material ; Text,Volume,9780241384572,,,,Roald Dahl's creative writing with the BFG : how to write splendid settings,,,England,Puffin,2019,,Creative writing--Juvenile literature ; Authorship--Technique--Juvenile literature,Children's literature,English
Language material ; Text,Volume,9780241384589,Roald Dahl,,,Roald Dahl's creative writing with Matilda : how to write spellbinding speech,Matilda,,England,Puffin,2019,,Fiction--Authorship--Juvenile literature,Children's literature,English
Language material ; Still image ; Text,eBook,9780241399514,Roald Dahl,author,Roald Dahl ; Quentin Blake,Billy and the Minpins,Minpins,,England,Puffin,2019,"Colour edition, illustrated by Quentin Blake",JUVENILE FICTION / Fantasy & Magic ; JUVENILE FICTION / Action & Adventure / General ; Adventure stories (Children's / Teenage),Children's fiction,English
Language material ; Still image ; Text,Volume,9780241371183,Lauren Holowaty,author,Lauren Holowaty ; Roald Dahl ; Quentin Blake,Roald Dahl's Matilda's how to be a genius,Matilda's how to be a genius,,England,Puffin,2019,1,Tricks--Juvenile literature ; Roald Dahl--Miscellanea,Children's literature,English
Language material ; Still image ; Text,eBook,9780241371190,Roald Dahl,author,Roald Dahl ; Quentin Blake ; Roald Dahl,Roald Dahl's Matilda's how to be a genius : brilliant tricks to bamboozle grown-ups,,Roald Dahl,England,Puffin,2019,,Tricks--Juvenile literature ; Roald Dahl--Miscellanea,Children's literature,English
Language material,,9781909907898,Roald Dahl,,Roald Dahl ; Quentin Blake ; Niamh Ni Argain,Charlie agus Monarcha na Seaclaide,,,England,Leabhar Breac,2018,,,,English ; Irish
Language material ; Still image ; Text,Volume,9780192771971,Roald Dahl,author,Quentin Blake ; Susan Rennie ; Roald Dahl,Roald Dahl's rotsome & repulsant words,Rotsome & repulsant words,,England,Oxford University Press,2019,,Roald Dahl--Juvenile literature ; Vocabulary--Juvenile literature,Children's literature,English
Language material ; Text,Volume,9781444839517,Roald Dahl,author,Roald Dahl ; Roald Dahl,Switch bitch,Bitch ; Great switcheroo ; Last act ; Visitor,,England,Ulverscroft Collections,2019,,Sex--Fiction,Fiction ; Large print,English
Language material ; Text,Volume,9781444839876,Roald Dahl,author,,The wonderful story of Henry Sugar,,,England,Ulverscroft Collections,2019,,"Young adult fiction, English ; Large type books",,English
Language material ; Still image ; Text,Volume,9780241370308,Quentin Blake,artist,Roald Dahl ; Quentin Blake,Roald dahl's ABC,,,England,Puffin,2019,,English language--Alphabet--Pictorial works--Juvenile literature ; Board books,Children's literature ; Pictorial work,English
